3ww3esz,split,question_id,track,topic_area,difficulty_level,difficulty_encoded,question_text,model_answer,student_answer,label,student_word_count,model_word_count,length_ratio,max_score
S01875,train,FE003,Front-End,HTML,easy,0,What is the purpose of the HTML head tag?,"The head tag contains metadata like title, charset, linked stylesheets, and scripts not displayed on the page.","Data attributes (data-*) let you embed custom data directly in HTML elements, accessible via JavaScript through element.dataset.",2,17,17,1,10
S00282,train,FE023,Front-End,JavaScript,medium,1,What is the difference between == and === in JavaScript?,"== compares values with type coercion. === compares both value and type without coercion, making it stricter.",localStorage persists data across browser sessions. sessionStorage clears when the tab or browser window is closed.,2,16,17,0.941,10
S07729,test,DA026,Data Analysis,SQL,hard,2,What is indexing in a database and why is it important?,Indexing creates a data structure to speed up query retrieval. It improves performance but requires storage and slows insertions.,SQL is the same as Excel and can only handle small datasets.,0,12,19,0.632,10
S05973,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.",CSS Grid creates a grid container with defined rows and columns. Grid items can be placed explicitly or flow automatically into cells.,2,22,21,1.048,10
S03229,train,DA028,Data Analysis,EDA,easy,0,What is data cleaning?,"Data cleaning handles missing values, removes duplicates, corrects errors, and transforms data to ensure quality and consistency.",EDA is the final step in a data science project after model deployment.,0,13,17,0.765,10
S06006,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.","ID specificity = (0,1,0,0), class = (0,0,1,0), element = (0,0,0,1). IDs win over classes, classes over elements.",2,17,21,0.81,10
S03966,train,DA010,Data Analysis,Visualization,easy,0,What is the difference between a bar chart and a histogram?,"A bar chart compares categorical data, while a histogram shows the distribution of continuous numerical data using bins.","Heatmaps show data values through color intensity — darker or warmer colors represent higher values, cooler for lower ones.",2,19,18,1.056,10
S07543,test,FE004,Front-End,HTML,medium,1,What is semantic HTML?,"Semantic HTML uses meaningful tags like header, nav, article, and footer that describe content purpose, improving accessibility and SEO.",Data attributes are used to add CSS styles to HTML elements.,0,11,19,0.579,10
S01793,train,FE003,Front-End,HTML,easy,0,What is the purpose of the HTML head tag?,"The head tag contains metadata like title, charset, linked stylesheets, and scripts not displayed on the page.",span wraps inline content while div wraps block-level content.,1,9,17,0.529,10
S00742,train,DA017,Data Analysis,Statistics,medium,1,What is correlation and how is it measured?,Correlation measures the linear relationship between two variables using the Pearson coefficient ranging from -1 to 1.,Type I and Type II errors are the same thing.,0,10,17,0.588,10
S02198,train,DA013,Data Analysis,Visualization,medium,1,What is a heatmap used for in data analysis?,"A heatmap displays data values as colors in a matrix format, commonly used to visualize correlation matrices.",Seaborn is good for statistical plots and works well with pandas DataFrames.,1,12,17,0.706,10
S02172,train,DA013,Data Analysis,Visualization,medium,1,What is a heatmap used for in data analysis?,"A heatmap displays data values as colors in a matrix format, commonly used to visualize correlation matrices.","Use histograms to understand the shape of a variable's distribution — whether it's skewed, bimodal, or normally distributed.",2,18,17,1.059,10
S03174,train,DA028,Data Analysis,EDA,easy,0,What is data cleaning?,"Data cleaning handles missing values, removes duplicates, corrects errors, and transforms data to ensure quality and consistency.","Data cleaning is the process of identifying and fixing errors, inconsistencies, missing values, and duplicates in a dataset to ensure quality.",2,21,17,1.235,10
S03353,test,FE024,Front-End,JavaScript,medium,1,What is a callback function in JavaScript?,A callback is a function passed as an argument to another function and executed after that function completes.,async functions always return a Promise.,1,6,18,0.333,10
S03514,train,DA025,Data Analysis,SQL,medium,1,What is the purpose of GROUP BY in SQL?,"GROUP BY groups rows with the same column values so aggregate functions like COUNT, SUM, or AVG can be applied.","SQL is only useful for data cleaning, not querying.",0,9,20,0.45,10
S04836,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,"Normal distribution: symmetric, bell-shaped, mean=median=mode, with the 68-95-99.7 empirical rule.",2,10,19,0.526,10
S03512,train,DA025,Data Analysis,SQL,medium,1,What is the purpose of GROUP BY in SQL?,"GROUP BY groups rows with the same column values so aggregate functions like COUNT, SUM, or AVG can be applied.","SQL is a database language — it supports getting, adding, and changing data.",1,13,20,0.65,10
S06014,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.","The box model includes content, padding, border, and margin.",1,9,21,0.429,10
S01501,test,DA006,Data Analysis,Pandas,medium,1,What is groupby() used for in pandas?,"groupby() splits data into groups, applies a function, and combines results for aggregation.",melt() and pivot() do the same thing.,0,7,13,0.538,10
S00837,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.","SQL, or Structured Query Language, is what you use to communicate with relational databases. You can SELECT to read data, INSERT to add records, UPDATE to modify existing ones, and DELETE to remove them.",2,34,18,1.889,10
S04010,train,DA010,Data Analysis,Visualization,easy,0,What is the difference between a bar chart and a histogram?,"A bar chart compares categorical data, while a histogram shows the distribution of continuous numerical data using bins.",Heatmaps are often used for correlation analysis in data exploration.,1,10,18,0.556,10
S07873,test,FE007,Front-End,HTML,hard,2,What is the difference between GET and POST methods in HTML forms?,GET appends data to the URL for non-sensitive retrieval. POST sends data in the request body for sensitive or large submissions.,The href attribute is only for CSS file references.,0,9,21,0.429,10
S04817,train,DA015,Data Analysis,Statistics,easy,0,"What is the difference between mean, median, and mode?",Mean is the average of all values. Median is the middle value. Mode is the most frequently occurring value.,Pearson correlation measures linear relationships between continuous variables.,1,8,19,0.421,10
S07150,train,FE022,Front-End,JavaScript,medium,1,What is an event listener in JavaScript?,An event listener waits for a specific event on an element and executes a callback function when the event occurs.,localStorage and sessionStorage both permanently store data forever.,0,8,20,0.4,10
S04616,test,FE005,Front-End,HTML,medium,1,What is the difference between div and span?,div is a block-level container for grouping elements. span is an inline container for styling inline content.,HTML structures web pages using tags and elements.,1,8,17,0.471,10
S01213,train,DA020,Data Analysis,Statistics,hard,2,What is an outlier and how can it be detected?,"An outlier is a data point significantly different from others. It is detected using IQR, z-scores, or box plots.",Mode is always unique in a dataset.,0,7,19,0.368,10
S04329,train,DA008,Data Analysis,Pandas,hard,2,What is a pivot table and how is it created in pandas?,"A pivot table reshapes data by aggregating values. It is created using pd.pivot_table() with index, columns, and aggfunc parameters.","A DataFrame is pandas' core data structure — a 2D table with named columns and an index, stored in memory.",2,20,19,1.053,10
